#  N     Simpsons      Milne 
#-----------------------------------------
1.60944  -9.735676e+00  -1.114298e+01
2.197225e+00  -1.256945e+01  -1.526798e+01
2.564949e+00  -1.420110e+01  -1.784936e+01
2.833213e+00  -1.535519e+01  -1.961585e+01
3.044522e+00  -1.624930e+01  -2.097139e+01
3.218876e+00  -1.697942e+01  -2.207398e+01
3.367296e+00  -1.759653e+01  -2.300400e+01
3.496508e+00  -1.813098e+01  -2.380847e+01
3.610918e+00  -1.860233e+01  -2.451739e+01
3.713572e+00  -1.902393e+01  -2.515116e+01
3.806662e+00  -1.940529e+01  -2.572416e+01
3.891820e+00  -1.975343e+01  -2.624712e+01
3.970292e+00  -2.007367e+01  -2.672813e+01
4.043051e+00  -2.037015e+01  -2.717327e+01
4.110874e+00  -2.064617e+01  -2.758784e+01
4.174387e+00  -2.090436e+01  -2.797537e+01
4.234107e+00  -2.114689e+01  -2.833945e+01
4.290459e+00  -2.137555e+01  -2.868236e+01
4.343805e+00  -2.159184e+01  -2.900734e+01
4.394449e+00  -2.179703e+01  -2.931450e+01
4.442651e+00  -2.199221e+01  -2.960753e+01
4.488636e+00  -2.217830e+01  -2.989008e+01
4.532599e+00  -2.235612e+01  -3.015712e+01
4.574711e+00  -2.252637e+01  -3.041120e+01
4.615121e+00  -2.268967e+01  -3.066498e+01
4.653960e+00  -2.284656e+01  -3.091312e+01
4.691348e+00  -2.299752e+01  -3.111979e+01
4.727388e+00  -2.314300e+01  -3.134099e+01
4.762174e+00  -2.328337e+01  -3.154490e+01
4.795791e+00  -2.341899e+01  -3.177852e+01
4.828314e+00  -2.355015e+01  -3.195037e+01
4.859812e+00  -2.367715e+01  -3.214708e+01
4.890349e+00  -2.380024e+01  -3.232506e+01
4.919981e+00  -2.391965e+01  -3.252573e+01
4.948760e+00  -2.403559e+01  -3.271762e+01
4.976734e+00  -2.414830e+01  -3.275684e+01
5.003946e+00  -2.425790e+01  -3.311352e+01
5.030438e+00  -2.436457e+01  -3.323488e+01
5.056246e+00  -2.446846e+01  -3.333666e+01
5.081404e+00  -2.456974e+01  -3.353337e+01
5.105945e+00  -2.466852e+01  -3.372443e+01
5.129899e+00  -2.476490e+01  -3.389628e+01
5.153292e+00  -2.485902e+01  -3.389628e+01
5.176150e+00  -2.495099e+01  -3.447164e+01
5.198497e+00  -2.504084e+01  -3.410391e+01
5.220356e+00  -2.512876e+01  -3.410391e+01
5.241747e+00  -2.521484e+01  -3.383565e+01
5.262690e+00  -2.529904e+01  -3.528257e+01
5.283204e+00  -2.538154e+01  -3.410391e+01
5.303305e+00  -2.546233e+01  -3.447164e+01
5.323010e+00  -2.554156e+01  -3.528257e+01
5.342334e+00  -2.561920e+01  -3.557025e+01
5.361292e+00  -2.569534e+01  -3.487710e+01
5.379897e+00  -2.577024e+01  -3.487710e+01
5.398163e+00  -2.584360e+01  -3.597572e+01
5.416100e+00  -2.591572e+01  -3.597572e+01
5.433722e+00  -2.598637e+01  -3.505943e+01
5.451038e+00  -2.605601e+01  -3.666886e+01
5.468060e+00  -2.612437e+01  -3.666886e+01
5.484797e+00  -2.619158e+01  -inf
5.501258e+00  -2.625784e+01  -3.487710e+01
5.517453e+00  -2.632271e+01  -3.487710e+01
