#  N     Simpsons      Milne 
#-----------------------------------------
5.533389e+00  -2.638694e+01  -3.557025e+01
5.549076e+00  -2.644954e+01  -3.666886e+01
5.564520e+00  -2.651178e+01  -3.487710e+01
5.579730e+00  -2.657265e+01  -3.487710e+01
5.594711e+00  -2.663303e+01  -3.597572e+01
5.609472e+00  -2.669227e+01  -3.487710e+01
5.624018e+00  -2.675059e+01  -3.487710e+01
5.638355e+00  -2.680839e+01  -3.666886e+01
5.652489e+00  -2.686503e+01  -3.557025e+01
5.666427e+00  -2.692074e+01  -3.666886e+01
5.680173e+00  -2.697604e+01  -3.597572e+01
5.693732e+00  -2.703038e+01  -3.528257e+01
5.707110e+00  -2.708455e+01  -3.487710e+01
5.720312e+00  -2.713724e+01  -3.557025e+01
5.733341e+00  -2.718972e+01  -3.666886e+01
5.746203e+00  -2.724108e+01  -3.597572e+01
5.758902e+00  -2.729149e+01  -inf
5.771441e+00  -2.734190e+01  -3.557025e+01
5.783825e+00  -2.739152e+01  -3.472295e+01
5.796058e+00  -2.744118e+01  -3.557025e+01
5.808142e+00  -2.748867e+01  -3.528257e+01
5.820083e+00  -2.753713e+01  -3.557025e+01
5.831882e+00  -2.758511e+01  -3.505943e+01
5.843544e+00  -2.763204e+01  -3.505943e+01
5.855072e+00  -2.767693e+01  -3.666886e+01
5.866468e+00  -2.772275e+01  -3.505943e+01
5.877736e+00  -2.776859e+01  -3.597572e+01
5.888878e+00  -2.781220e+01  -3.487710e+01
5.899897e+00  -2.785766e+01  -3.472295e+01
5.910797e+00  -2.790138e+01  -3.597572e+01
5.921578e+00  -2.794352e+01  -3.597572e+01
5.932245e+00  -2.798700e+01  -3.472295e+01
5.942799e+00  -2.803087e+01  -3.557025e+01
5.953243e+00  -2.807157e+01  -3.597572e+01
5.963579e+00  -2.811284e+01  -3.597572e+01
5.973810e+00  -2.815387e+01  -3.557025e+01
5.983936e+00  -2.819374e+01  -3.528257e+01
5.993961e+00  -2.823353e+01  -3.597572e+01
6.003887e+00  -2.827406e+01  -3.666886e+01
6.013715e+00  -2.831372e+01  -3.557025e+01
6.023448e+00  -2.835379e+01  -3.487710e+01
6.033086e+00  -2.839171e+01  -3.472295e+01
6.042633e+00  -2.842822e+01  -3.472295e+01
6.052089e+00  -2.846748e+01  -3.528257e+01
6.061457e+00  -2.850521e+01  -3.528257e+01
6.070738e+00  -2.854294e+01  -inf
6.079933e+00  -2.857846e+01  -3.487710e+01
6.089045e+00  -2.861720e+01  -3.487710e+01
6.098074e+00  -2.865288e+01  -3.487710e+01
6.107023e+00  -2.868884e+01  -3.528257e+01
6.115892e+00  -2.872154e+01  -3.487710e+01
6.124683e+00  -2.875901e+01  -3.666886e+01
6.133398e+00  -2.879451e+01  -3.666886e+01
6.142037e+00  -2.882855e+01  -3.447164e+01
6.150603e+00  -2.885851e+01  -3.666886e+01
6.159095e+00  -2.889359e+01  -3.427097e+01
6.167516e+00  -2.892863e+01  -3.597572e+01
6.175867e+00  -2.896450e+01  -3.505943e+01
6.184149e+00  -2.899378e+01  -3.528257e+01
6.192362e+00  -2.902586e+01  -3.505943e+01
6.200509e+00  -2.906049e+01  -3.505943e+01
6.208590e+00  -2.909174e+01  -inf
6.216606e+00  -2.912718e+01  -3.666886e+01
